SAM,AREA_Dry,AREA_logdiff,AREA_Wet,Oilpct_Dry,Oilpct_logdiff,Oilpct_Wet,StemDiametermm_Wet,StemHeightmm_Wet,RootingDepthmm_Wet,RootBiomassmg_Wet,TRLmm_Wet,SRLmmg_Wet,RootBiomassAllocation_Wet,TRLAllocation_Wet,StemDiametermm_Dry,StemHeightmm_Dry,RootingDepthmm_Dry,RootBiomassmg_Dry,TRLmm_Dry,SRLmmg_Dry,RootBiomassAllocation_Dry,TRLAllocation_Dry,StemDiametermm_logdiff,StemHeightmm_logdiff,RootingDepthmm_logdiff,RootBiomassmg_logdiff,TRLmm_logdiff,SRLmmg_logdiff,RootBiomassAllocation_logdiff,TRLAllocation_logdiff
SAM253,5382.625,-0.518464196,9039.83,21.97829269,-0.038233157,22.83486255,2.545,49.134,93.314,7.7,1348.825,12.809,0.617,0.402,2.587,41.735,141.761,8.533,1732.62,12.904,0.571,0.247,-0.016368253,0.163211154,-0.418172391,-0.102720671,-0.250400871,-0.007389292,0.077479814,0.487063752
SAM254,18002.2,0.176289415,15092.6,28.4091504,0.048546166,27.06293623,2.396,46.482,85.345,5.967,1324.938,12.14,0.643,0.286,2.372,33.643,128.802,5.167,1518.273,13.4,0.57,0.216,0.010067199,0.32326013,-0.411574476,0.143952039,-0.136207839,-0.098748921,0.120508363,0.280713403
SAM256,5706.59,-0.203655444,6995.57,36.26432036,0.118337513,32.21708285,1.872,44.194,60.873,4.65,1132.285,12.72,0.863,0.438,1.743,27.108,157.145,5.55,804.228,12.588,0.563,0.288,0.071399612,0.488760146,-0.948379219,-0.176930708,0.342110183,0.010431579,0.427135063,0.41925843
SAM257,6278.82,-0.005801113,6315.35,30.03110243,-0.069654361,32.19747241,2.562,62.519,124.676,8.7,1723.573,13.337,0.708,0.317,2.181,48.598,127.853,9.05,2421.822,13.094,0.466,0.172,0.161004716,0.251888133,-0.025162794,-0.039441732,-0.340120688,0.018388018,0.41825846,0.611407297
SAM258,7570.54,-0.261486287,9833.065,30.40784868,0.05121063,28.8898443,2.722,31.762,129.009,9.933,2170.492,13.115,0.589,0.377,2.769,21.753,139.802,9.367,2203.016,13.275,0.608,0.183,-0.01711934,0.378518928,-0.080344966,0.058669673,-0.014873461,-0.012125954,-0.031748698,0.722759035
SAM259,11624.865,0.309818441,8527.77,32.49637591,-0.03794011,33.7529791,2.397,71.369,136.873,8.05,1797.143,11.984,0.425,0.245,2.209,41.683,149.135,7.533,1740.754,13.204,0.584,0.194,0.081678031,0.53777023,-0.085798447,0.066378723,0.031879829,-0.096947387,-0.317811814,0.233400051
SAM260,11559,0.253868018,8967.405,31.64938151,0.227681585,25.20486475,2.569,31.449,94.676,7.5,1135.532,13.841,0.848,0.505,2.112,25.254,130.102,7.833,1564.403,12.945,0.626,0.299,0.195881352,0.219382627,-0.317858222,-0.043442558,-0.320403018,0.066925589,0.303530265,0.524114856
SAM263,2579.87,-1.374870254,10202.26,35.57023705,0.089093049,32.53824611,1.989,45.299,54.345,4.8,620.695,13.164,0.861,0.647,1.596,29.353,75.353,2.8,495.062,13.402,0.871,0.557,0.220131501,0.433890201,-0.326831125,0.538996501,0.226156811,-0.017918118,-0.011547472,0.149781055
SAM264,4346.605,NA,NA,21.27572622,-0.383237355,31.21204767,2.188,26.268,79.314,7.2,906.013,11.675,0.708,0.575,2.409,37.297,156.102,10.533,2125.203,13.097,0.613,0.175,-0.096223839,-0.350561426,-0.677094982,-0.38043216,-0.852568951,-0.114933393,0.144079158,1.189584067
SAM265,7453.165,NA,NA,31.38656154,-0.062674127,33.41663909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM266,3917.01,NA,NA,33.72249115,0.029016327,32.75804827,1.928,18.268,80.314,5.3,770.752,12.374,0.664,0.469,1.89,19.037,121.745,6.45,1001.072,13.332,0.809,0.355,0.019906367,-0.041233559,-0.415984741,-0.19637331,-0.261460043,-0.074569663,-0.197516768,0.278484979
SAM267,7351.765,-0.288250312,9807.925,29.56280386,-0.028392514,30.41419557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM268,7656.635,0.038991056,7363.84,24.17057671,-0.017169049,24.58914545,2.272,38.939,89.676,7.633,1160.991,12.548,0.868,0.577,2.272,22.346,107.469,6.6,1270.721,13.369,0.739,0.341,0,0.555348985,-0.180999259,0.145411304,-0.090310505,-0.063377304,0.160893794,0.525959789
SAM269,5673.43,-0.917201582,14196.5,35.35405851,0.00545173,35.16184217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM270,8766.09,0.103700315,7902.59,14.87314305,-0.05033174,15.64089325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM271,NA,NA,NA,32.26746396,0.048434751,30.74184217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM273,4946.005,-0.256335606,6391.16,20.54217464,-0.033734916,21.2469847,2.766,82.499,143.679,8.533,2404.14,13.143,0.56,0.263,2.587,57.252,136.761,9.6,2946.261,13.444,0.534,0.167,0.06690333,0.365323596,0.049346768,-0.117822099,-0.203344658,-0.022643612,0.047540945,0.45416022
SAM274,6280.665,0.074332802,5830.735,37.6977115,-0.040371329,39.25075651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM275,11428.075,-0.071152261,12270.835,39.47078868,-0.013724968,40.0162587,2.216,45.029,113.012,6.667,1376.934,13.06,0.729,0.386,2.27,18.818,76.792,4.5,1177.112,15.021,0.971,0.514,-0.024076063,0.872492868,0.38639354,0.393092587,0.156795307,-0.139895098,-0.286652736,-0.286385896
SAM276,8467.66,-0.458298767,13390.6,38.30556872,0.032998727,37.06216197,2.443,21.282,89.679,4.1,793.487,12.317,0.731,0.511,2.125,23.637,125.745,4.45,1262.837,13.581,0.671,0.252,0.13945499,-0.104951636,-0.338019419,-0.081917122,-0.4646789,-0.097691335,0.085644323,0.706940503
SAM277,6455.515,-0.373663615,9380.175,31.88873069,-0.10898913,35.56072532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM278,7417.075,0.010988313,7336.02,34.23720762,-0.004532364,34.39273531,2.353,70.36,152.916,10.7,1903.954,13.098,0.542,0.317,2.291,41.793,141.353,7.4,1554.574,13.284,0.708,0.391,0.026702706,0.520896058,0.078628443,0.368763741,0.202731223,-0.014100757,-0.267178092,-0.209805786
SAM279,6835.815,0.273452656,5200.335,32.29574947,-0.142995166,37.26038852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM280,10345.1,NA,NA,30.91245978,0.280552163,23.35023781,2.108,66.225,62.916,4.45,558.246,12.433,0.7,0.618,2.196,52.083,134.469,7.2,1227.697,13.27,0.753,0.307,-0.040897893,0.240219435,-0.759533186,-0.48117693,-0.78809561,-0.06515162,-0.072984893,0.69964071
SAM281,2746.3,-0.595885931,4983.54,29.22718235,-0.008797195,29.48543386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM282,10496.115,-0.339169527,14734.25,39.81674126,0.020161751,39.02200459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM283,8772.565,-0.178298782,10484.815,25.99569351,0.052914043,24.65591538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM284,9675.9,NA,NA,30.82965479,-0.067817111,32.99295836,2.485,67.096,115.342,9.033,1682.506,12.556,0.694,0.341,2.36,34.196,120.394,9.133,2224.571,13.067,0.522,0.212,0.051611041,0.674015752,-0.04286807,-0.01100969,-0.279279739,-0.039891329,0.284804373,0.475296203
SAM286,5292.485,-0.357720881,7568.605,34.32105386,-0.006069984,34.53001568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM287,7736.085,-0.008347212,7800.93,29.72604175,-0.177776887,35.50950386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM288,6021.08,0.295882467,4478.93,28.3880618,0.113741317,25.33602714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM289,12916.03,-0.033103387,13350.75,31.89626108,-0.013065732,32.31574354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
