"SAM","PEAKAREASPC1_common","PEAKAREASPC2_common","PEAKAREASPC3_common","PEAKAREASPC4_common","PEAKAREASPC5_common","PEAKAREASPC6_common","PEAKAREASPC7_common","PEAKAREASPC8_common","PEAKAREASPC9_common","PEAKAREASPC10_common","PeakAreas200PC1_common","PeakAreas200PC2_common","PeakAreas200PC3_common","PeakAreas200PC4_common","PeakAreas200PC5_common","PeakAreas200PC6_common","PeakAreas200PC7_common","PeakAreas200PC8_common","PeakAreas200PC9_common","PeakAreas200PC10_common","RelativeRatiosPC1_common","RelativeRatiosPC2_common","RelativeRatiosPC3_common","RelativeRatiosPC4_common","RelativeRatiosPC5_common","RelativeRatiosPC6_common","RelativeRatiosPC7_common","RelativeRatiosPC8_common","RelativeRatiosPC9_common","RelativeRatiosPC10_common","RelativeRatios200PC1_common","RelativeRatios200PC2_common","RelativeRatios200PC3_common","RelativeRatios200PC4_common","RelativeRatios200PC5_common","RelativeRatios200PC6_common","RelativeRatios200PC7_common","RelativeRatios200PC8_common","RelativeRatios200PC9_common","RelativeRatios200PC10_common"
"SAM126",2.692685293,-1.274957224,-1.323668021,-1.111884546,-0.417292632,0.11293878,-0.349731756,0.668749708,-0.313266863,-0.415908062,-2.53681633,0.718562525,-0.331553957,0.927113388,0.76047438,0.871457569,0.732642021,0.622432686,0.656166131,0.127301923,2.692685293,-1.274957224,-1.323668021,-1.111884546,-0.417292632,0.11293878,-0.349731756,0.668749708,-0.313266863,-0.415908062,-2.53681633,0.718562525,-0.331553957,0.927113388,0.76047438,0.871457569,0.732642021,0.622432686,0.656166131,0.127301923
"SAM129",4.460880267,-2.309316607,-1.378622101,-0.990923596,-0.051639747,-0.331593123,0.520235793,0.385488187,-1.186644186,0.166955414,-4.430970852,0.766493572,0.176086107,0.292433869,-0.089275474,0.402287557,-0.124806844,0.476895148,-0.194416954,0.167783057,4.460880267,-2.309316607,-1.378622101,-0.990923596,-0.051639747,-0.331593123,0.520235793,0.385488187,-1.186644186,0.166955414,-4.430970852,0.766493572,0.176086107,0.292433869,-0.089275474,0.402287557,-0.124806844,0.476895148,-0.194416954,0.167783057
"SAM130",-5.215315914,3.780313176,-1.986953284,0.86101161,4.315556227,2.112746433,-0.314351691,-0.657772622,1.74598947,2.28340236,6.99581048,-1.509468663,1.803383232,-0.544272771,2.92722816,-1.109334164,1.451758813,-2.312775189,-3.666692796,0.480500605,-5.215315914,3.780313176,-1.986953284,0.86101161,4.315556227,2.112746433,-0.314351691,-0.657772622,1.74598947,2.28340236,6.99581048,-1.509468663,1.803383232,-0.544272771,2.92722816,-1.109334164,1.451758813,-2.312775189,-3.666692796,0.480500605
"SAM131",-2.243560136,1.702885269,-2.064094679,-1.001184392,0.062903458,1.926919892,-3.132715165,0.749180661,1.259571195,-0.532780286,2.616245159,-0.073039841,0.581036659,1.248389612,1.299645726,1.049983057,-0.738984021,-0.628105354,-1.571727526,0.065845058,-2.243560136,1.702885269,-2.064094679,-1.001184392,0.062903458,1.926919892,-3.132715165,0.749180661,1.259571195,-0.532780286,2.616245159,-0.073039841,0.581036659,1.248389612,1.299645726,1.049983057,-0.738984021,-0.628105354,-1.571727526,0.065845058
"SAM132",2.686606626,-1.815608193,-1.769073558,-0.283247192,-0.300601322,-0.353752971,0.308798017,-0.688459223,-0.057249055,0.018346663,-2.902828626,1.086992348,-0.201112084,0.669035082,0.658907029,-0.281956389,-0.056575501,-1.198283219,-0.092650161,0.007880786,2.686606626,-1.815608193,-1.769073558,-0.283247192,-0.300601322,-0.353752971,0.308798017,-0.688459223,-0.057249055,0.018346663,-2.902828626,1.086992348,-0.201112084,0.669035082,0.658907029,-0.281956389,-0.056575501,-1.198283219,-0.092650161,0.007880786
"SAM133",1.325159917,-1.275988321,-2.154958688,0.576706883,0.975049783,0.108837904,0.686415832,0.49565205,0.278548035,-0.169500638,-0.922582208,1.318092966,1.16646165,0.308378235,1.247552772,1.22922402,-0.288169002,-0.404980799,-0.547666552,0.463747448,1.325159917,-1.275988321,-2.154958688,0.576706883,0.975049783,0.108837904,0.686415832,0.49565205,0.278548035,-0.169500638,-0.922582208,1.318092966,1.16646165,0.308378235,1.247552772,1.22922402,-0.288169002,-0.404980799,-0.547666552,0.463747448
"SAM134",1.030991509,-0.146768979,-1.508025424,0.169889673,2.106097013,0.212050184,-0.454197625,-0.494597514,0.548607641,0.011535696,-0.052527384,0.692416034,0.429512154,0.396655727,1.365482156,0.347791132,0.029438432,0.400526848,-0.357469195,0.906971098,1.030991509,-0.146768979,-1.508025424,0.169889673,2.106097013,0.212050184,-0.454197625,-0.494597514,0.548607641,0.011535696,-0.052527384,0.692416034,0.429512154,0.396655727,1.365482156,0.347791132,0.029438432,0.400526848,-0.357469195,0.906971098
"SAM135",3.183030057,-1.666780989,-2.09768521,-0.697772519,0.221642597,-0.237530609,0.453609642,0.10432732,-0.227607973,-0.012315201,-3.024892329,1.300327288,0.380204313,0.831660532,0.65947613,1.090743313,-0.268329791,-0.290571462,-0.31710452,0.19468377,3.183030057,-1.666780989,-2.09768521,-0.697772519,0.221642597,-0.237530609,0.453609642,0.10432732,-0.227607973,-0.012315201,-3.024892329,1.300327288,0.380204313,0.831660532,0.65947613,1.090743313,-0.268329791,-0.290571462,-0.31710452,0.19468377
"SAM136",2.181325781,-0.824786717,-2.406246899,-2.654014236,-0.166899643,-0.069208219,0.066282457,0.626670731,0.295511407,-0.523580225,-2.245167083,1.187713595,-0.004499038,1.002973762,0.890748882,1.14483706,-0.813424938,0.00359747,0.657133761,-0.957787687,2.181325781,-0.824786717,-2.406246899,-2.654014236,-0.166899643,-0.069208219,0.066282457,0.626670731,0.295511407,-0.523580225,-2.245167083,1.187713595,-0.004499038,1.002973762,0.890748882,1.14483706,-0.813424938,0.00359747,0.657133761,-0.957787687
"SAM137",-2.871071516,1.291394743,-3.067683522,-0.782590818,1.419537974,-0.009443782,-1.083624802,-0.845968571,0.900835557,0.500499156,3.647921569,-0.867621286,-0.515470083,3.174477493,1.287432071,1.089564633,0.338554918,-1.594414122,0.131267231,-0.411160779,-2.871071516,1.291394743,-3.067683522,-0.782590818,1.419537974,-0.009443782,-1.083624802,-0.845968571,0.900835557,0.500499156,3.647921569,-0.867621286,-0.515470083,3.174477493,1.287432071,1.089564633,0.338554918,-1.594414122,0.131267231,-0.411160779
"SAM138",3.884125151,-1.880981084,-1.932368098,-0.230233812,-0.692171698,-0.551587241,0.861451215,0.685602243,-0.646208967,0.081996462,-3.878070151,1.144450754,0.560426413,0.744887386,-0.519503435,1.227797609,-0.686945511,-0.241898503,-0.438078466,0.452788898,3.884125151,-1.880981084,-1.932368098,-0.230233812,-0.692171698,-0.551587241,0.861451215,0.685602243,-0.646208967,0.081996462,-3.878070151,1.144450754,0.560426413,0.744887386,-0.519503435,1.227797609,-0.686945511,-0.241898503,-0.438078466,0.452788898
"SAM139",4.532586165,-2.441640912,-1.815637854,-0.160912279,-0.280674128,0.179209597,1.116776212,0.167885777,-0.640051908,0.673705882,-4.785846917,1.024418727,0.509927016,0.286773757,0.252207706,0.2678804,-0.026962644,-0.007224089,0.038289626,-0.100041785,4.532586165,-2.441640912,-1.815637854,-0.160912279,-0.280674128,0.179209597,1.116776212,0.167885777,-0.640051908,0.673705882,-4.785846917,1.024418727,0.509927016,0.286773757,0.252207706,0.2678804,-0.026962644,-0.007224089,0.038289626,-0.100041785
"SAM140",1.521447462,-0.975339446,-2.388104723,-3.358898441,-0.940456867,0.868634358,-1.996106922,1.142871797,-0.13264074,-0.778565302,-1.697785244,0.068428232,0.249333099,1.593203454,0.557106595,1.813751971,0.9198159,-0.51297956,1.799682545,-1.226253349,1.521447462,-0.975339446,-2.388104723,-3.358898441,-0.940456867,0.868634358,-1.996106922,1.142871797,-0.13264074,-0.778565302,-1.697785244,0.068428232,0.249333099,1.593203454,0.557106595,1.813751971,0.9198159,-0.51297956,1.799682545,-1.226253349
"SAM141",-0.421406218,0.137421376,-2.076004731,0.281003877,2.087594471,0.57162305,0.0476105,-0.867634502,1.947005665,0.546867205,1.198343116,0.545412859,1.083068665,0.912238795,1.069689871,-0.097030524,-0.028848653,0.711621518,-0.829072104,-0.094513977,-0.421406218,0.137421376,-2.076004731,0.281003877,2.087594471,0.57162305,0.0476105,-0.867634502,1.947005665,0.546867205,1.198343116,0.545412859,1.083068665,0.912238795,1.069689871,-0.097030524,-0.028848653,0.711621518,-0.829072104,-0.094513977
"SAM142",-3.405232591,-0.152888463,-2.226303864,1.271320606,1.471570473,0.474240828,0.367537048,-0.320834873,0.664908727,0.418153048,3.198355842,0.482092704,0.858649908,1.655527312,0.266694783,1.465621333,-0.398745289,-0.642145679,-0.505485355,1.56396691,-3.405232591,-0.152888463,-2.226303864,1.271320606,1.471570473,0.474240828,0.367537048,-0.320834873,0.664908727,0.418153048,3.198355842,0.482092704,0.858649908,1.655527312,0.266694783,1.465621333,-0.398745289,-0.642145679,-0.505485355,1.56396691
"SAM143",-0.016971099,0.537632843,-2.478835669,-3.602168571,0.581880764,1.682243855,-2.779933621,-1.116784515,0.054839154,-1.415076139,-0.303523685,0.037838478,-0.600739714,0.950147274,0.670955942,-0.570224809,0.500993559,-0.094729248,0.039700358,0.073991912,-0.016971099,0.537632843,-2.478835669,-3.602168571,0.581880764,1.682243855,-2.779933621,-1.116784515,0.054839154,-1.415076139,-0.303523685,0.037838478,-0.600739714,0.950147274,0.670955942,-0.570224809,0.500993559,-0.094729248,0.039700358,0.073991912
"SAM144",-0.138938196,1.302754739,-2.524428547,-0.292767331,1.845296134,0.744605783,-0.666802,-2.318732288,0.142190355,0.374004664,1.144519847,-0.394665828,-0.03614142,2.395869936,0.994183236,-0.991447756,-0.566599378,-0.337702145,-0.32923109,0.329576781,-0.138938196,1.302754739,-2.524428547,-0.292767331,1.845296134,0.744605783,-0.666802,-2.318732288,0.142190355,0.374004664,1.144519847,-0.394665828,-0.03614142,2.395869936,0.994183236,-0.991447756,-0.566599378,-0.337702145,-0.32923109,0.329576781
"SAM145",3.953402227,-1.420194966,-1.120549014,-0.978212662,0.19232834,1.942601268,0.132135691,-1.822118147,-0.342974248,-1.021654044,-3.952405086,0.435419196,0.332371225,0.441418852,0.703819431,-1.147051855,0.270560792,-0.477455561,0.177810091,-0.098903091,3.953402227,-1.420194966,-1.120549014,-0.978212662,0.19232834,1.942601268,0.132135691,-1.822118147,-0.342974248,-1.021654044,-3.952405086,0.435419196,0.332371225,0.441418852,0.703819431,-1.147051855,0.270560792,-0.477455561,0.177810091,-0.098903091
"SAM146",3.556261675,-0.928692199,-1.442571989,0.244254981,0.342717678,0.114178044,0.321641785,0.227904104,-0.365586726,0.200414342,-2.998537165,0.340694563,0.564969069,-0.206352334,0.228789269,0.50149608,-0.026368896,0.323922548,-0.250793513,0.549943354,3.556261675,-0.928692199,-1.442571989,0.244254981,0.342717678,0.114178044,0.321641785,0.227904104,-0.365586726,0.200414342,-2.998537165,0.340694563,0.564969069,-0.206352334,0.228789269,0.50149608,-0.026368896,0.323922548,-0.250793513,0.549943354
"SAM147",2.222897336,-0.083994024,-2.059015374,-0.160375738,0.055362749,-0.231174246,-0.529123481,-0.21744017,0.338512519,-0.00822907,-1.485148478,0.08542009,-0.236337368,0.932738452,0.66338867,0.614548315,0.274547438,1.07641594,0.182458264,0.277456768,2.222897336,-0.083994024,-2.059015374,-0.160375738,0.055362749,-0.231174246,-0.529123481,-0.21744017,0.338512519,-0.00822907,-1.485148478,0.08542009,-0.236337368,0.932738452,0.66338867,0.614548315,0.274547438,1.07641594,0.182458264,0.277456768
"SAM148",-0.885910874,1.90815433,-2.058459705,-1.117241878,2.320759785,0.575064242,-0.165242633,0.088127358,1.086059341,0.539969998,2.278122232,-0.508929376,-0.36513016,0.047504358,0.924497177,1.14931057,0.253292621,0.826796846,-0.827470163,-0.355846444,-0.885910874,1.90815433,-2.058459705,-1.117241878,2.320759785,0.575064242,-0.165242633,0.088127358,1.086059341,0.539969998,2.278122232,-0.508929376,-0.36513016,0.047504358,0.924497177,1.14931057,0.253292621,0.826796846,-0.827470163,-0.355846444
"SAM149",-0.214058294,2.859405255,-1.640714925,-1.605461697,0.896457255,0.150857899,-2.373208605,-0.106967746,-1.991334313,-1.59474633,1.19680022,-0.760982753,-0.754828954,2.11934669,0.542836985,0.108460897,0.106571289,-0.202759871,0.805088033,0.496384244,-0.214058294,2.859405255,-1.640714925,-1.605461697,0.896457255,0.150857899,-2.373208605,-0.106967746,-1.991334313,-1.59474633,1.19680022,-0.760982753,-0.754828954,2.11934669,0.542836985,0.108460897,0.106571289,-0.202759871,0.805088033,0.496384244
"SAM150",3.384276306,-1.265171674,-0.765920307,-1.844228113,0.067826577,-0.191627615,-0.427702623,-0.972710802,1.320816482,-0.053682592,-3.501814219,0.212649579,-0.023035151,0.13288355,-0.0207906,0.149514258,0.234967621,1.055429067,0.220790749,-0.22133427,3.384276306,-1.265171674,-0.765920307,-1.844228113,0.067826577,-0.191627615,-0.427702623,-0.972710802,1.320816482,-0.053682592,-3.501814219,0.212649579,-0.023035151,0.13288355,-0.0207906,0.149514258,0.234967621,1.055429067,0.220790749,-0.22133427
"SAM151",1.763109719,-0.301227694,-1.812943607,-0.299853738,1.730827242,0.903725069,-0.179240665,-0.350972249,0.675958622,0.76626195,-0.959161538,0.784894181,0.471260529,-0.218334207,1.22792406,0.340828758,0.704045233,1.00959423,-1.196827951,0.523899111,1.763109719,-0.301227694,-1.812943607,-0.299853738,1.730827242,0.903725069,-0.179240665,-0.350972249,0.675958622,0.76626195,-0.959161538,0.784894181,0.471260529,-0.218334207,1.22792406,0.340828758,0.704045233,1.00959423,-1.196827951,0.523899111
"SAM152",2.891851146,-0.661438012,-1.743409912,-1.269125815,0.635300175,0.257431044,-0.145179741,-0.239240922,-0.591155852,-0.556916928,-2.483916655,1.451228574,-0.637965134,1.264181424,1.315047938,0.628762643,0.911213081,0.19009651,-0.774340528,1.043095362,2.891851146,-0.661438012,-1.743409912,-1.269125815,0.635300175,0.257431044,-0.145179741,-0.239240922,-0.591155852,-0.556916928,-2.483916655,1.451228574,-0.637965134,1.264181424,1.315047938,0.628762643,0.911213081,0.19009651,-0.774340528,1.043095362
"SAM153",-0.455977151,0.558441466,-3.100873128,-3.420422563,0.595525333,2.187469165,-1.086514547,0.036175498,0.443290092,0.743228987,0.770179853,0.109423401,1.29722862,0.821526366,0.587405164,0.433228333,0.453955117,-1.046348832,-0.806361441,-1.103355086,-0.455977151,0.558441466,-3.100873128,-3.420422563,0.595525333,2.187469165,-1.086514547,0.036175498,0.443290092,0.743228987,0.770179853,0.109423401,1.29722862,0.821526366,0.587405164,0.433228333,0.453955117,-1.046348832,-0.806361441,-1.103355086
"SAM154",2.904582163,-1.181100925,-2.095748773,-0.382784751,0.453957498,0.57216362,0.152779375,-0.331845338,0.05921338,0.628095468,-2.690771295,0.961480191,0.967418832,0.650008055,1.161061183,-0.093466252,0.183234786,-1.009916531,-0.17471189,-0.07828693,2.904582163,-1.181100925,-2.095748773,-0.382784751,0.453957498,0.57216362,0.152779375,-0.331845338,0.05921338,0.628095468,-2.690771295,0.961480191,0.967418832,0.650008055,1.161061183,-0.093466252,0.183234786,-1.009916531,-0.17471189,-0.07828693
"SAM155",-1.619506296,0.298092717,-3.249228142,-1.307288954,2.965055534,0.559694494,0.268305831,-1.591622659,0.467666393,-0.123265837,1.866599768,1.01297335,0.591019512,2.208045162,0.979587504,1.031028724,-0.458440091,-0.109207874,-0.594295845,0.091473561,-1.619506296,0.298092717,-3.249228142,-1.307288954,2.965055534,0.559694494,0.268305831,-1.591622659,0.467666393,-0.123265837,1.866599768,1.01297335,0.591019512,2.208045162,0.979587504,1.031028724,-0.458440091,-0.109207874,-0.594295845,0.091473561
"SAM156",0.729416843,0.159835373,-2.895876878,-0.302375117,1.527691497,0.611066051,-0.222046954,-1.029316936,-0.082705251,0.1305611,-0.102950679,0.272150907,0.590928781,1.34904779,1.909485068,-0.804147321,0.019580363,-1.132875905,0.545068264,0.319237086,0.729416843,0.159835373,-2.895876878,-0.302375117,1.527691497,0.611066051,-0.222046954,-1.029316936,-0.082705251,0.1305611,-0.102950679,0.272150907,0.590928781,1.34904779,1.909485068,-0.804147321,0.019580363,-1.132875905,0.545068264,0.319237086
"SAM157",-2.45224504,0.907394237,-3.376890464,-0.507848841,2.171448825,2.273557756,-0.269022733,-2.389746272,0.372029223,-0.333536483,3.184244559,0.029051147,1.510293641,2.002081491,3.322726565,-1.932670843,0.741290115,-0.668340744,0.908654994,0.752118031,-2.45224504,0.907394237,-3.376890464,-0.507848841,2.171448825,2.273557756,-0.269022733,-2.389746272,0.372029223,-0.333536483,3.184244559,0.029051147,1.510293641,2.002081491,3.322726565,-1.932670843,0.741290115,-0.668340744,0.908654994,0.752118031
"SAM158",-2.339745855,2.622864004,-3.448386853,-1.48419185,2.882791236,1.823366474,-2.269613791,-2.952755983,0.678682797,-0.849829259,3.47197279,-0.137410077,0.695475854,2.530509143,2.770759596,-1.113771357,0.314486223,-1.194840038,1.450436044,0.006015738,-2.339745855,2.622864004,-3.448386853,-1.48419185,2.882791236,1.823366474,-2.269613791,-2.952755983,0.678682797,-0.849829259,3.47197279,-0.137410077,0.695475854,2.530509143,2.770759596,-1.113771357,0.314486223,-1.194840038,1.450436044,0.006015738
"SAM159",1.949589313,0.851057809,-1.941972798,-1.16809442,-0.508022491,-1.048199294,-0.366707252,0.146001994,0.028896357,-0.374156265,-1.409988218,-0.436722221,-0.589304125,1.307061377,-0.389276171,1.33819027,0.357455405,-0.145587125,-0.811323158,0.84063905,1.949589313,0.851057809,-1.941972798,-1.16809442,-0.508022491,-1.048199294,-0.366707252,0.146001994,0.028896357,-0.374156265,-1.409988218,-0.436722221,-0.589304125,1.307061377,-0.389276171,1.33819027,0.357455405,-0.145587125,-0.811323158,0.84063905
"SAM160",2.337982479,-0.211259696,-1.192276238,0.185335964,0.035611689,-0.648107454,0.753336663,-0.152458195,0.211300243,0.109301671,-1.703677582,0.141010926,0.026641886,0.382602517,-0.093865191,0.568927183,-0.570582009,0.511115869,-0.850670797,0.642868892,2.337982479,-0.211259696,-1.192276238,0.185335964,0.035611689,-0.648107454,0.753336663,-0.152458195,0.211300243,0.109301671,-1.703677582,0.141010926,0.026641886,0.382602517,-0.093865191,0.568927183,-0.570582009,0.511115869,-0.850670797,0.642868892
"SAM161",1.590743795,0.951452905,-1.060436594,-0.247510626,1.147753272,-0.310699595,0.669549658,-0.218050539,0.364196704,0.015320736,-0.517227863,-0.703129591,-0.984888715,0.043569133,-0.137841074,0.434473735,-0.45501055,-0.61579103,-0.58080079,0.441067416,1.590743795,0.951452905,-1.060436594,-0.247510626,1.147753272,-0.310699595,0.669549658,-0.218050539,0.364196704,0.015320736,-0.517227863,-0.703129591,-0.984888715,0.043569133,-0.137841074,0.434473735,-0.45501055,-0.61579103,-0.58080079,0.441067416
"SAM162",0.683061633,1.589146303,-1.654287266,-0.641761786,1.447123838,0.534180271,-0.073081392,0.148034066,0.755035472,-0.356418123,0.280480141,-1.052464771,-0.132284345,-0.145561145,0.593495453,1.387213839,0.378779485,1.14326665,1.438222889,-0.897898523,0.683061633,1.589146303,-1.654287266,-0.641761786,1.447123838,0.534180271,-0.073081392,0.148034066,0.755035472,-0.356418123,0.280480141,-1.052464771,-0.132284345,-0.145561145,0.593495453,1.387213839,0.378779485,1.14326665,1.438222889,-0.897898523
"SAM163",2.612125279,0.057661104,-1.309842885,-0.841315448,0.477201033,0.41371895,-0.591281529,-0.429505569,0.689569458,0.314507907,-2.181995959,-0.433644493,0.037246933,-0.281376067,0.698554099,-0.188152812,0.087512919,0.569281492,0.313336726,-0.147296669,2.612125279,0.057661104,-1.309842885,-0.841315448,0.477201033,0.41371895,-0.591281529,-0.429505569,0.689569458,0.314507907,-2.181995959,-0.433644493,0.037246933,-0.281376067,0.698554099,-0.188152812,0.087512919,0.569281492,0.313336726,-0.147296669
"SAM164",0.201521237,2.81235787,-1.4615966,0.852421137,1.973798419,0.763547101,-1.728036183,-2.112211695,1.136407491,-2.283058112,1.025074388,-2.357434456,-0.298117497,-0.09757052,1.231407937,-0.571898134,-0.481129353,0.255955381,1.310608739,0.331971413,0.201521237,2.81235787,-1.4615966,0.852421137,1.973798419,0.763547101,-1.728036183,-2.112211695,1.136407491,-2.283058112,1.025074388,-2.357434456,-0.298117497,-0.09757052,1.231407937,-0.571898134,-0.481129353,0.255955381,1.310608739,0.331971413
"SAM165",-1.781309528,2.827805976,-1.95115055,0.093647764,2.325504689,-0.029586184,-1.812452273,-2.152578868,1.496909036,-2.307756696,3.057141681,-0.8313448,-0.931802207,1.098649881,1.22736962,-0.041006635,-0.102913129,0.057878198,1.691664173,-0.086676681,-1.781309528,2.827805976,-1.95115055,0.093647764,2.325504689,-0.029586184,-1.812452273,-2.152578868,1.496909036,-2.307756696,3.057141681,-0.8313448,-0.931802207,1.098649881,1.22736962,-0.041006635,-0.102913129,0.057878198,1.691664173,-0.086676681
"SAM166",3.168697263,-0.281708917,-1.459328016,-0.820945567,0.950219129,-0.894517804,-0.371713191,-1.095958846,-0.459247886,-0.317109786,-2.492156432,-1.121569518,-0.523536248,0.934551612,0.367789402,0.817907923,0.083799341,0.424151188,0.601596044,-0.076084981,3.168697263,-0.281708917,-1.459328016,-0.820945567,0.950219129,-0.894517804,-0.371713191,-1.095958846,-0.459247886,-0.317109786,-2.492156432,-1.121569518,-0.523536248,0.934551612,0.367789402,0.817907923,0.083799341,0.424151188,0.601596044,-0.076084981
"SAM167",-2.334006034,1.304726725,-1.85659342,-0.036571234,2.878104963,0.573432578,1.469695782,-1.757708872,0.777489209,-1.089315748,2.360887415,-0.581833221,-0.798274645,-0.941864049,1.642770697,-1.009928382,-1.668023061,-0.483774712,2.173929371,-0.11395839,-2.334006034,1.304726725,-1.85659342,-0.036571234,2.878104963,0.573432578,1.469695782,-1.757708872,0.777489209,-1.089315748,2.360887415,-0.581833221,-0.798274645,-0.941864049,1.642770697,-1.009928382,-1.668023061,-0.483774712,2.173929371,-0.11395839
"SAM168",-0.610226464,2.944852813,-0.647551408,-1.558874642,1.615400224,1.751614307,0.44144612,-2.610307611,1.80475803,-0.65462508,1.809838004,-1.617747809,-1.987013234,0.200996373,1.265120018,0.646366609,0.557506382,0.736989969,2.701092856,-0.314472501,-0.610226464,2.944852813,-0.647551408,-1.558874642,1.615400224,1.751614307,0.44144612,-2.610307611,1.80475803,-0.65462508,1.809838004,-1.617747809,-1.987013234,0.200996373,1.265120018,0.646366609,0.557506382,0.736989969,2.701092856,-0.314472501
"SAM169",0.16303196,2.387526758,-1.669008392,-4.823780703,-0.573625408,1.580525779,-2.30795334,0.230816683,0.104919008,-0.444522102,0.264154179,-2.048026888,-0.678245376,0.526344946,0.578281171,-0.057443012,1.308996873,1.590621122,1.306429767,0.081687045,0.16303196,2.387526758,-1.669008392,-4.823780703,-0.573625408,1.580525779,-2.30795334,0.230816683,0.104919008,-0.444522102,0.264154179,-2.048026888,-0.678245376,0.526344946,0.578281171,-0.057443012,1.308996873,1.590621122,1.306429767,0.081687045
"SAM170",-0.993243336,1.910157332,-2.084060716,-1.635752647,4.05042532,0.561555034,0.0576566,-3.345759844,1.60623928,-3.726116984,1.584917181,-1.15526303,-1.12181146,-0.978075161,2.597402732,-1.469520715,-0.255810826,0.704766584,2.525107637,-0.441932947,-0.993243336,1.910157332,-2.084060716,-1.635752647,4.05042532,0.561555034,0.0576566,-3.345759844,1.60623928,-3.726116984,1.584917181,-1.15526303,-1.12181146,-0.978075161,2.597402732,-1.469520715,-0.255810826,0.704766584,2.525107637,-0.441932947
"SAM171",3.245988018,0.325342322,-1.698375108,-0.286305489,0.464868794,0.125913522,-0.555598568,-0.695802203,-0.563772924,0.172102848,-2.471334895,-1.152019135,-0.186047528,0.705883961,0.871663609,0.025851222,0.352618646,-0.3841992,0.966578155,-0.23791552,3.245988018,0.325342322,-1.698375108,-0.286305489,0.464868794,0.125913522,-0.555598568,-0.695802203,-0.563772924,0.172102848,-2.471334895,-1.152019135,-0.186047528,0.705883961,0.871663609,0.025851222,0.352618646,-0.3841992,0.966578155,-0.23791552
"SAM172",3.622529132,-2.305346981,-0.564542238,-0.365689322,0.46368683,-0.75622061,-0.468107317,-0.849657668,-0.381233927,0.601501801,-3.489188689,-0.357824403,-0.137520576,-0.302609711,0.214981837,0.440400535,0.962673718,-0.15412537,0.875898786,0.376324109,3.622529132,-2.305346981,-0.564542238,-0.365689322,0.46368683,-0.75622061,-0.468107317,-0.849657668,-0.381233927,0.601501801,-3.489188689,-0.357824403,-0.137520576,-0.302609711,0.214981837,0.440400535,0.962673718,-0.15412537,0.875898786,0.376324109
"SAM173",3.735459303,-0.519122676,-1.114890319,-0.49121885,0.786816558,0.191548897,-0.570433615,-1.286707803,-0.087467992,-0.196974384,-3.254097145,-0.272052373,-0.009902382,0.150790774,0.393682518,-0.704063232,0.208457325,0.487573124,0.899647273,0.039230804,3.735459303,-0.519122676,-1.114890319,-0.49121885,0.786816558,0.191548897,-0.570433615,-1.286707803,-0.087467992,-0.196974384,-3.254097145,-0.272052373,-0.009902382,0.150790774,0.393682518,-0.704063232,0.208457325,0.487573124,0.899647273,0.039230804
"SAM174",2.959914961,1.433179901,0.463592372,0.455110835,-0.395217436,-1.076166995,0.343010497,0.400590048,0.299130389,0.360330146,-1.814996562,-1.139462831,-0.398545444,-0.393036796,-0.374640234,0.629281743,0.135945277,0.557019274,0.005311316,-0.179863795,2.959914961,1.433179901,0.463592372,0.455110835,-0.395217436,-1.076166995,0.343010497,0.400590048,0.299130389,0.360330146,-1.814996562,-1.139462831,-0.398545444,-0.393036796,-0.374640234,0.629281743,0.135945277,0.557019274,0.005311316,-0.179863795
"SAM176",1.972420409,2.684839904,2.009065504,1.777180867,-0.658742399,0.216001497,0.064031453,0.422481737,0.992214114,1.236685888,-0.399278728,-1.835550987,0.315255027,-1.572101503,0.854376693,-1.096287095,-0.474359555,-0.663131772,1.440695053,-1.072293302,1.972420409,2.684839904,2.009065504,1.777180867,-0.658742399,0.216001497,0.064031453,0.422481737,0.992214114,1.236685888,-0.399278728,-1.835550987,0.315255027,-1.572101503,0.854376693,-1.096287095,-0.474359555,-0.663131772,1.440695053,-1.072293302
"SAM177",4.010454885,0.188352484,-0.614853788,0.756258837,-0.212344978,-0.158013127,0.487580944,0.108317595,-0.588200523,0.582453697,-2.978631047,-0.654231298,0.979171556,-0.061864134,0.17172824,0.59586369,-0.516671336,-0.53584897,-0.108943545,-0.057953078,4.010454885,0.188352484,-0.614853788,0.756258837,-0.212344978,-0.158013127,0.487580944,0.108317595,-0.588200523,0.582453697,-2.978631047,-0.654231298,0.979171556,-0.061864134,0.17172824,0.59586369,-0.516671336,-0.53584897,-0.108943545,-0.057953078
"SAM178",-0.025861608,3.797985605,0.837606839,1.268867815,0.497948486,0.9214469,-1.252774346,1.505953843,0.030615295,0.282132695,2.055238304,-1.934779561,1.039282,-0.177731919,-0.060302633,1.085831325,0.614870931,0.286109439,-0.408797071,-0.824731283,-0.025861608,3.797985605,0.837606839,1.268867815,0.497948486,0.9214469,-1.252774346,1.505953843,0.030615295,0.282132695,2.055238304,-1.934779561,1.039282,-0.177731919,-0.060302633,1.085831325,0.614870931,0.286109439,-0.408797071,-0.824731283
