"SAM","PEAKAREASPC1_common","PEAKAREASPC2_common","PEAKAREASPC3_common","PEAKAREASPC4_common","PEAKAREASPC5_common","PEAKAREASPC6_common","PEAKAREASPC7_common","PEAKAREASPC8_common","PEAKAREASPC9_common","PEAKAREASPC10_common","PeakAreas200PC1_common","PeakAreas200PC2_common","PeakAreas200PC3_common","PeakAreas200PC4_common","PeakAreas200PC5_common","PeakAreas200PC6_common","PeakAreas200PC7_common","PeakAreas200PC8_common","PeakAreas200PC9_common","PeakAreas200PC10_common","RelativeRatiosPC1_common","RelativeRatiosPC2_common","RelativeRatiosPC3_common","RelativeRatiosPC4_common","RelativeRatiosPC5_common","RelativeRatiosPC6_common","RelativeRatiosPC7_common","RelativeRatiosPC8_common","RelativeRatiosPC9_common","RelativeRatiosPC10_common","RelativeRatios200PC1_common","RelativeRatios200PC2_common","RelativeRatios200PC3_common","RelativeRatios200PC4_common","RelativeRatios200PC5_common","RelativeRatios200PC6_common","RelativeRatios200PC7_common","RelativeRatios200PC8_common","RelativeRatios200PC9_common","RelativeRatios200PC10_common"
"SAM011",-6.461204942,-5.598117565,8.144811383,-0.162253227,0.263619276,1.115476834,-3.541945981,-5.719195003,-2.285941186,0.981116991,3.382688682,1.910877359,-2.605500977,0.744491544,-0.806972687,-2.738514543,0.752529252,0.313161585,0.293944924,-0.195657662,-6.461204942,-5.598117565,8.144811383,-0.162253227,0.263619276,1.115476834,-3.541945981,-5.719195003,-2.285941186,0.981116991,3.382688682,1.910877359,-2.605500977,0.744491544,-0.806972687,-2.738514543,0.752529252,0.313161585,0.293944924,-0.195657662
"SAM012",-3.466025581,-6.410722672,4.258755426,-0.052156317,1.389409103,1.373545061,-1.490940548,-1.119365638,2.522837703,1.164362176,1.465779869,3.192784722,-2.129773423,-1.750447586,1.983495129,-1.593256695,-0.868532948,-0.093567758,1.514771138,-1.85894548,-3.466025581,-6.410722672,4.258755426,-0.052156317,1.389409103,1.373545061,-1.490940548,-1.119365638,2.522837703,1.164362176,1.465779869,3.192784722,-2.129773423,-1.750447586,1.983495129,-1.593256695,-0.868532948,-0.093567758,1.514771138,-1.85894548
"SAM013",-0.082071835,-4.743641602,1.311005584,2.104400482,-0.636436239,0.679626102,-0.271924994,0.308467044,0.33075536,0.398929569,-1.46316544,2.3100996,0.988653875,-1.154308351,-0.008429959,-0.867702492,0.870099062,0.770178407,-0.458294681,0.083037646,-0.082071835,-4.743641602,1.311005584,2.104400482,-0.636436239,0.679626102,-0.271924994,0.308467044,0.33075536,0.398929569,-1.46316544,2.3100996,0.988653875,-1.154308351,-0.008429959,-0.867702492,0.870099062,0.770178407,-0.458294681,0.083037646
"SAM014",-2.079622217,-4.49565215,1.775552236,2.253438865,-0.138820377,1.02333914,-1.276195606,-2.61246427,1.308020124,-1.688979798,0.257322743,1.86449027,0.646055231,-1.365107052,-0.954887679,-1.662971846,0.745256537,0.235729043,1.156103787,0.279037677,-2.079622217,-4.49565215,1.775552236,2.253438865,-0.138820377,1.02333914,-1.276195606,-2.61246427,1.308020124,-1.688979798,0.257322743,1.86449027,0.646055231,-1.365107052,-0.954887679,-1.662971846,0.745256537,0.235729043,1.156103787,0.279037677
"SAM015",-3.371365802,-3.252129165,2.484487123,2.636846257,0.760122951,0.230562122,-0.33161023,-0.358986704,1.449357709,0.17734086,2.31504246,1.993918362,-0.008492043,-1.736335352,-0.242910549,-1.338716578,0.947005303,0.482437576,0.523099002,-0.424925853,-3.371365802,-3.252129165,2.484487123,2.636846257,0.760122951,0.230562122,-0.33161023,-0.358986704,1.449357709,0.17734086,2.31504246,1.993918362,-0.008492043,-1.736335352,-0.242910549,-1.338716578,0.947005303,0.482437576,0.523099002,-0.424925853
"SAM016",-0.637271852,-6.53213949,3.380205915,0.538688301,-0.631737185,1.481679546,-1.523840945,0.403611315,2.241407855,0.400178983,-1.184769454,2.658442388,-0.648989085,-1.339672378,-0.905849283,-0.357807572,0.888167328,0.025142275,1.021973774,-0.3009146,-0.637271852,-6.53213949,3.380205915,0.538688301,-0.631737185,1.481679546,-1.523840945,0.403611315,2.241407855,0.400178983,-1.184769454,2.658442388,-0.648989085,-1.339672378,-0.905849283,-0.357807572,0.888167328,0.025142275,1.021973774,-0.3009146
"SAM017",-3.245716488,-4.051578311,3.009249447,1.789474313,-1.907548218,1.387837802,-0.654807895,-0.242302815,2.120468168,-3.494009526,0.50432318,0.864587123,-1.295382819,-1.437000957,-1.9864629,-2.469731054,-1.3262144,3.434926344,1.457175777,1.148364409,-3.245716488,-4.051578311,3.009249447,1.789474313,-1.907548218,1.387837802,-0.654807895,-0.242302815,2.120468168,-3.494009526,0.50432318,0.864587123,-1.295382819,-1.437000957,-1.9864629,-2.469731054,-1.3262144,3.434926344,1.457175777,1.148364409
"SAM018",-0.738867506,-5.824824793,1.579304726,1.921235851,-0.339746123,0.681424822,0.408888465,0.701831001,1.979018032,-3.02647664,-1.05740188,3.34876257,-0.553753606,-1.597310649,0.272400707,-1.006542941,-0.612896234,0.752312621,0.281821313,0.758980852,-0.738867506,-5.824824793,1.579304726,1.921235851,-0.339746123,0.681424822,0.408888465,0.701831001,1.979018032,-3.02647664,-1.05740188,3.34876257,-0.553753606,-1.597310649,0.272400707,-1.006542941,-0.612896234,0.752312621,0.281821313,0.758980852
"SAM020",1.505805421,3.285339829,1.515445221,2.211323932,-0.54328953,0.104716111,-1.816917073,1.633140373,-0.190194779,1.060618711,0.245923728,-1.67685864,1.490665645,-1.248445404,0.068164596,0.162023329,2.027847068,-0.813778388,-0.726466353,-1.083185024,1.505805421,3.285339829,1.515445221,2.211323932,-0.54328953,0.104716111,-1.816917073,1.633140373,-0.190194779,1.060618711,0.245923728,-1.67685864,1.490665645,-1.248445404,0.068164596,0.162023329,2.027847068,-0.813778388,-0.726466353,-1.083185024
"SAM021",-1.5159755,-5.206645542,2.132386296,0.38955537,1.242209536,-1.094276155,0.23853105,-0.881912816,-0.351075412,-0.05152136,0.166725744,3.488975466,-1.107354389,-0.423983931,-0.79127971,0.66839058,-0.098280007,-0.592327513,0.218568852,-0.142122354,-1.5159755,-5.206645542,2.132386296,0.38955537,1.242209536,-1.094276155,0.23853105,-0.881912816,-0.351075412,-0.05152136,0.166725744,3.488975466,-1.107354389,-0.423983931,-0.79127971,0.66839058,-0.098280007,-0.592327513,0.218568852,-0.142122354
"SAM022",2.391416515,2.808379472,1.996275036,-0.179555144,-0.757215161,-0.635681441,-1.347797338,0.416696077,-0.29947755,-0.919345201,-1.313058537,-1.298119473,-1.918506986,-0.618580763,-1.09697664,0.257953775,3.273441768,-1.050857799,-0.380515508,0.324266904,2.391416515,2.808379472,1.996275036,-0.179555144,-0.757215161,-0.635681441,-1.347797338,0.416696077,-0.29947755,-0.919345201,-1.313058537,-1.298119473,-1.918506986,-0.618580763,-1.09697664,0.257953775,3.273441768,-1.050857799,-0.380515508,0.324266904
"SAM023",-2.684017723,-6.842555544,3.134178259,0.57457626,-1.174147208,2.156249402,-1.689999943,0.508971055,1.605508941,0.325870238,0.444074639,3.349389146,-0.130393761,-0.767163374,-0.928290419,-0.266478038,1.659575321,-0.111345512,-0.004215626,-0.285469366,-2.684017723,-6.842555544,3.134178259,0.57457626,-1.174147208,2.156249402,-1.689999943,0.508971055,1.605508941,0.325870238,0.444074639,3.349389146,-0.130393761,-0.767163374,-0.928290419,-0.266478038,1.659575321,-0.111345512,-0.004215626,-0.285469366
"SAM024",-3.771000721,-5.458636521,3.771690994,0.994101935,-1.015938329,1.859240741,-3.249287388,-1.156367037,0.938783537,-0.434481456,1.052064317,1.477360775,-1.010479471,-0.915486194,-0.929744505,-3.489807433,2.403815803,0.273130095,-0.242207654,0.825035524,-3.771000721,-5.458636521,3.771690994,0.994101935,-1.015938329,1.859240741,-3.249287388,-1.156367037,0.938783537,-0.434481456,1.052064317,1.477360775,-1.010479471,-0.915486194,-0.929744505,-3.489807433,2.403815803,0.273130095,-0.242207654,0.825035524
"SAM025",-1.807912191,-4.463042549,2.281937629,1.412212841,-1.002763905,0.977141934,0.20881801,0.030666464,1.621988062,-0.67613656,-0.21849061,1.55499027,-0.186397416,-1.803620407,-1.584225081,-1.97649761,1.719817749,0.473577779,-0.110935653,0.046684921,-1.807912191,-4.463042549,2.281937629,1.412212841,-1.002763905,0.977141934,0.20881801,0.030666464,1.621988062,-0.67613656,-0.21849061,1.55499027,-0.186397416,-1.803620407,-1.584225081,-1.97649761,1.719817749,0.473577779,-0.110935653,0.046684921
"SAM026",-3.097844313,-3.913373715,1.03749003,1.760482655,-0.329377724,2.670321414,-0.26842863,2.279725621,-1.492424566,1.216391777,0.755791861,2.528190765,1.643921406,-0.415759152,-1.584730495,-0.034923987,1.621808272,-0.568509487,0.093454505,-0.330447936,-3.097844313,-3.913373715,1.03749003,1.760482655,-0.329377724,2.670321414,-0.26842863,2.279725621,-1.492424566,1.216391777,0.755791861,2.528190765,1.643921406,-0.415759152,-1.584730495,-0.034923987,1.621808272,-0.568509487,0.093454505,-0.330447936
"SAM027",-2.508006065,5.455559544,5.370126448,3.09145472,1.687777604,0.902717105,-2.386271121,2.06720119,2.676200716,0.087186672,4.83236582,-2.512395003,-1.290086545,-4.479078855,2.927376457,-0.962394906,0.312516903,2.559870563,-0.23267407,-0.93080911,-2.508006065,5.455559544,5.370126448,3.09145472,1.687777604,0.902717105,-2.386271121,2.06720119,2.676200716,0.087186672,4.83236582,-2.512395003,-1.290086545,-4.479078855,2.927376457,-0.962394906,0.312516903,2.559870563,-0.23267407,-0.93080911
"SAM029",-14.98656937,-4.645628487,12.41671639,-11.39804151,13.57644752,-12.5275773,0.367971726,-2.83737043,-3.279319889,6.717388023,11.3658035,5.544001461,-9.840181254,-3.731933791,2.904043129,-1.241554793,-1.649723817,-2.355194971,-3.75353979,-2.431004323,-14.98656937,-4.645628487,12.41671639,-11.39804151,13.57644752,-12.5275773,0.367971726,-2.83737043,-3.279319889,6.717388023,11.3658035,5.544001461,-9.840181254,-3.731933791,2.904043129,-1.241554793,-1.649723817,-2.355194971,-3.75353979,-2.431004323
"SAM030",-6.717037335,-2.880275166,3.620093279,0.802356471,-0.970677386,1.850177978,2.772918664,1.212116592,0.505091959,-3.23464043,4.242327073,2.946766668,0.105255818,-1.978516986,-0.471903686,0.532243626,1.254371101,-1.438457847,0.02602253,-0.305637796,-6.717037335,-2.880275166,3.620093279,0.802356471,-0.970677386,1.850177978,2.772918664,1.212116592,0.505091959,-3.23464043,4.242327073,2.946766668,0.105255818,-1.978516986,-0.471903686,0.532243626,1.254371101,-1.438457847,0.02602253,-0.305637796
"SAM031",-0.830109805,-3.094346711,-0.26293901,1.299138636,-1.278672889,0.141244841,-0.707768533,0.248435841,0.788798892,1.144117324,-0.091077941,1.293462863,1.367396092,0.492919075,-0.88832598,-1.074228628,1.093751557,0.244373681,-0.67568366,-1.409222222,-0.830109805,-3.094346711,-0.26293901,1.299138636,-1.278672889,0.141244841,-0.707768533,0.248435841,0.788798892,1.144117324,-0.091077941,1.293462863,1.367396092,0.492919075,-0.88832598,-1.074228628,1.093751557,0.244373681,-0.67568366,-1.409222222
"SAM032",-3.992699866,-2.600257349,1.531491835,0.644430606,1.030953264,0.328975773,0.108989868,1.20643977,0.234402474,0.936054842,2.709849444,2.418798162,1.017204964,-1.382585945,0.143346054,-0.2124683,1.077671975,-1.010702441,-0.179792873,-0.673566523,-3.992699866,-2.600257349,1.531491835,0.644430606,1.030953264,0.328975773,0.108989868,1.20643977,0.234402474,0.936054842,2.709849444,2.418798162,1.017204964,-1.382585945,0.143346054,-0.2124683,1.077671975,-1.010702441,-0.179792873,-0.673566523
"SAM033",-2.578031232,-4.080398655,1.556886158,-0.935007782,-0.161911357,1.009990319,0.245934759,0.451435769,1.319118888,-0.132808039,0.892312403,2.606058037,-1.981797492,-0.679244671,-0.41805111,-0.565073216,0.170877294,-0.201217896,0.380828198,0.289697731,-2.578031232,-4.080398655,1.556886158,-0.935007782,-0.161911357,1.009990319,0.245934759,0.451435769,1.319118888,-0.132808039,0.892312403,2.606058037,-1.981797492,-0.679244671,-0.41805111,-0.565073216,0.170877294,-0.201217896,0.380828198,0.289697731
"SAM034",1.522588725,-4.96486811,1.224737805,-0.348183534,-0.369198231,-0.482480833,0.145439064,-0.056799016,0.038173521,1.662921472,-2.836795554,2.473167666,0.478863874,-0.191152516,-1.060159907,-1.134760193,0.515099971,-0.520917893,-0.271139737,-0.626694077,1.522588725,-4.96486811,1.224737805,-0.348183534,-0.369198231,-0.482480833,0.145439064,-0.056799016,0.038173521,1.662921472,-2.836795554,2.473167666,0.478863874,-0.191152516,-1.060159907,-1.134760193,0.515099971,-0.520917893,-0.271139737,-0.626694077
"SAM035",-0.547054337,-4.250289109,0.313469901,-0.12744466,-0.425282494,0.237585566,0.508359035,0.641890441,-0.374757415,0.076497864,-0.940473747,2.038471049,-0.445678698,0.624297815,-1.934087573,0.378429852,0.696477814,-0.039955231,0.501270268,0.146768302,-0.547054337,-4.250289109,0.313469901,-0.12744466,-0.425282494,0.237585566,0.508359035,0.641890441,-0.374757415,0.076497864,-0.940473747,2.038471049,-0.445678698,0.624297815,-1.934087573,0.378429852,0.696477814,-0.039955231,0.501270268,0.146768302
"SAM036",-3.71077249,-3.345204212,1.245824361,1.579090641,-0.125215876,0.597530745,-0.047061748,0.793163294,0.19616589,1.32313012,2.144301133,1.73381965,0.520274646,-1.357361853,-1.345834042,-0.056964715,2.031585032,0.789254074,0.629004407,-0.244960841,-3.71077249,-3.345204212,1.245824361,1.579090641,-0.125215876,0.597530745,-0.047061748,0.793163294,0.19616589,1.32313012,2.144301133,1.73381965,0.520274646,-1.357361853,-1.345834042,-0.056964715,2.031585032,0.789254074,0.629004407,-0.244960841
"SAM037",2.312268767,2.446303809,1.000011973,0.706559628,0.342289042,-1.27662926,-0.059745995,0.420800519,0.513596239,0.958155138,-0.632820552,-1.856678372,-0.730380001,-0.149218536,0.464031626,0.479752374,0.29979001,0.410373057,-1.180357489,-0.377935169,2.312268767,2.446303809,1.000011973,0.706559628,0.342289042,-1.27662926,-0.059745995,0.420800519,0.513596239,0.958155138,-0.632820552,-1.856678372,-0.730380001,-0.149218536,0.464031626,0.479752374,0.29979001,0.410373057,-1.180357489,-0.377935169
"SAM038",0.039960143,-4.179464348,1.137782985,-0.271327263,-0.514458671,-0.12945938,0.673589925,0.777255044,-0.163666323,-0.354492643,-1.889637461,2.867313167,0.016354948,-0.712627333,-0.256221805,-1.040810439,-0.840745985,-0.736374217,-0.257753173,-0.367238047,0.039960143,-4.179464348,1.137782985,-0.271327263,-0.514458671,-0.12945938,0.673589925,0.777255044,-0.163666323,-0.354492643,-1.889637461,2.867313167,0.016354948,-0.712627333,-0.256221805,-1.040810439,-0.840745985,-0.736374217,-0.257753173,-0.367238047
"SAM039",-7.854400782,-1.175718219,1.657080576,2.311510278,-1.348142924,1.125579153,-0.746559587,2.153755579,-1.068860042,-0.246348399,5.187561566,0.658344533,1.310316443,-1.112688198,-2.795130291,0.114765293,0.699054101,1.029920591,-0.551842438,1.47397969,-7.854400782,-1.175718219,1.657080576,2.311510278,-1.348142924,1.125579153,-0.746559587,2.153755579,-1.068860042,-0.246348399,5.187561566,0.658344533,1.310316443,-1.112688198,-2.795130291,0.114765293,0.699054101,1.029920591,-0.551842438,1.47397969
"SAM040",-8.070999213,-1.129590304,1.562315719,-0.358425404,0.757131931,-0.759949855,-1.528702383,0.574899491,0.944193056,0.697476687,6.81296177,0.851328041,-0.500220521,0.346785171,-0.968364926,-0.253168728,0.580644219,0.560088653,-0.047463211,0.2653554,-8.070999213,-1.129590304,1.562315719,-0.358425404,0.757131931,-0.759949855,-1.528702383,0.574899491,0.944193056,0.697476687,6.81296177,0.851328041,-0.500220521,0.346785171,-0.968364926,-0.253168728,0.580644219,0.560088653,-0.047463211,0.2653554
"SAM041",-8.306394896,-2.391349362,0.197221131,4.007259584,0.346745592,2.240081478,1.181711905,0.836424572,-3.571287709,-0.556674445,4.583003784,0.725150407,2.322130436,-0.934775213,-0.263211018,-1.119332065,1.729421471,0.51532794,-0.003493645,2.674263886,-8.306394896,-2.391349362,0.197221131,4.007259584,0.346745592,2.240081478,1.181711905,0.836424572,-3.571287709,-0.556674445,4.583003784,0.725150407,2.322130436,-0.934775213,-0.263211018,-1.119332065,1.729421471,0.51532794,-0.003493645,2.674263886
"SAM042",-16.44508956,-0.399059315,-1.534781851,2.125170796,0.619409013,-0.553324324,4.339249147,0.150875118,-6.816211283,-9.32686706,10.3418798,3.253645558,-0.141393895,0.464710332,-0.734921172,0.436279173,-5.422638511,0.033115352,2.497791326,3.067111361,-16.44508956,-0.399059315,-1.534781851,2.125170796,0.619409013,-0.553324324,4.339249147,0.150875118,-6.816211283,-9.32686706,10.3418798,3.253645558,-0.141393895,0.464710332,-0.734921172,0.436279173,-5.422638511,0.033115352,2.497791326,3.067111361
"SAM043",-13.59928846,1.289291537,-0.765376983,0.261842545,-0.061631017,3.314991846,-1.811076737,2.359609349,-8.404141826,-3.652552978,9.730567124,1.880405549,0.869314787,1.530769533,0.03736127,2.240987939,0.179439688,0.557065274,3.124508811,2.155138444,-13.59928846,1.289291537,-0.765376983,0.261842545,-0.061631017,3.314991846,-1.811076737,2.359609349,-8.404141826,-3.652552978,9.730567124,1.880405549,0.869314787,1.530769533,0.03736127,2.240987939,0.179439688,0.557065274,3.124508811,2.155138444
"SAM044",-7.68176052,-2.772145866,0.555032436,-0.531011347,0.412868901,0.197096737,0.254710553,1.039618817,-0.901466913,-0.281995059,5.157499028,2.380078542,1.59075554,-0.027590298,-0.410367536,-1.632005127,-0.371687062,-0.636278734,-0.657831639,0.011731497,-7.68176052,-2.772145866,0.555032436,-0.531011347,0.412868901,0.197096737,0.254710553,1.039618817,-0.901466913,-0.281995059,5.157499028,2.380078542,1.59075554,-0.027590298,-0.410367536,-1.632005127,-0.371687062,-0.636278734,-0.657831639,0.011731497
"SAM045",-4.953374648,-0.086898073,-1.645705392,2.142096491,-0.396616975,0.836635767,1.254099992,2.466496088,0.874111237,2.080430692,4.719968911,1.383909603,3.13940197,-1.62745493,-1.104041028,0.576235751,-0.634382272,-1.052239273,-1.308843884,-0.232724533,-4.953374648,-0.086898073,-1.645705392,2.142096491,-0.396616975,0.836635767,1.254099992,2.466496088,0.874111237,2.080430692,4.719968911,1.383909603,3.13940197,-1.62745493,-1.104041028,0.576235751,-0.634382272,-1.052239273,-1.308843884,-0.232724533
"SAM047",-6.417215845,0.146194273,-2.769726134,-0.272828039,-1.188110599,-0.6449921,0.982796989,0.788158877,3.785916145,1.843258087,5.811965495,0.816643289,2.626095162,-0.51344134,0.372729993,-0.294334148,-1.061520457,1.055072497,0.943753953,-2.141601233,-6.417215845,0.146194273,-2.769726134,-0.272828039,-1.188110599,-0.6449921,0.982796989,0.788158877,3.785916145,1.843258087,5.811965495,0.816643289,2.626095162,-0.51344134,0.372729993,-0.294334148,-1.061520457,1.055072497,0.943753953,-2.141601233
"SAM048",-12.28919064,0.983833086,-2.62834876,4.005777483,1.496403822,0.862544887,2.209528886,0.601247907,-1.261858994,2.408638381,11.0188806,2.293553077,3.716274405,-1.628046908,1.30735749,1.216506051,-0.89032039,-1.690434508,-0.108158034,2.089790386,-12.28919064,0.983833086,-2.62834876,4.005777483,1.496403822,0.862544887,2.209528886,0.601247907,-1.261858994,2.408638381,11.0188806,2.293553077,3.716274405,-1.628046908,1.30735749,1.216506051,-0.89032039,-1.690434508,-0.108158034,2.089790386
"SAM049",-15.17532722,5.015428997,-6.398240721,-0.938294312,-2.486477238,-4.510711893,1.11387376,-0.931438483,1.660561744,-1.021408807,12.49839457,-0.368182998,-1.707297092,4.296677031,1.767482999,1.009624274,0.602486892,1.389132932,-3.159549145,0.96530679,-15.17532722,5.015428997,-6.398240721,-0.938294312,-2.486477238,-4.510711893,1.11387376,-0.931438483,1.660561744,-1.021408807,12.49839457,-0.368182998,-1.707297092,4.296677031,1.767482999,1.009624274,0.602486892,1.389132932,-3.159549145,0.96530679
"SAM050",-7.744816585,0.498586112,-1.336862175,-1.151492514,-5.611165317,-6.358677671,1.798764802,-1.175587855,6.731263314,-3.911604709,5.219166176,0.345819345,-1.954611677,2.368410989,-3.335662594,-1.61314191,-3.715459532,1.820950533,-0.778690833,0.175631413,-7.744816585,0.498586112,-1.336862175,-1.151492514,-5.611165317,-6.358677671,1.798764802,-1.175587855,6.731263314,-3.911604709,5.219166176,0.345819345,-1.954611677,2.368410989,-3.335662594,-1.61314191,-3.715459532,1.820950533,-0.778690833,0.175631413
"SAM051",-4.350518981,-0.590455061,0.161049518,2.6598623,-0.402961184,0.768906655,1.075146985,2.168886698,0.740687288,1.730087005,3.555507919,1.125946949,3.000658296,-1.714404128,-1.174394144,0.140139706,-1.083546635,-0.632340491,-0.957156705,-0.814523217,-4.350518981,-0.590455061,0.161049518,2.6598623,-0.402961184,0.768906655,1.075146985,2.168886698,0.740687288,1.730087005,3.555507919,1.125946949,3.000658296,-1.714404128,-1.174394144,0.140139706,-1.083546635,-0.632340491,-0.957156705,-0.814523217
"SAM052",-6.056970017,1.501153278,-0.684872167,0.490491862,-2.528460265,-2.336802635,0.67924099,0.239263516,0.840055391,-0.094602449,5.034510309,-0.216582586,0.508667708,2.206285492,-3.103719028,0.657234001,-0.671850672,-0.330335873,-0.085891766,-1.148335629,-6.056970017,1.501153278,-0.684872167,0.490491862,-2.528460265,-2.336802635,0.67924099,0.239263516,0.840055391,-0.094602449,5.034510309,-0.216582586,0.508667708,2.206285492,-3.103719028,0.657234001,-0.671850672,-0.330335873,-0.085891766,-1.148335629
"SAM053",-2.191041025,-2.293678813,-1.608736507,0.079213383,-1.538853909,-0.579342612,-0.640082792,0.992959625,-0.331874322,1.697324386,1.21436531,1.224208011,0.699556672,1.30764591,-0.697921682,1.050423489,0.39924632,0.527020181,-0.147955845,-0.777092304,-2.191041025,-2.293678813,-1.608736507,0.079213383,-1.538853909,-0.579342612,-0.640082792,0.992959625,-0.331874322,1.697324386,1.21436531,1.224208011,0.699556672,1.30764591,-0.697921682,1.050423489,0.39924632,0.527020181,-0.147955845,-0.777092304
"SAM054",-9.65685214,0.657842228,-3.617920669,3.046485062,-5.865741629,-2.680536575,-1.850184883,-4.058993892,-4.145529427,-1.745098299,5.69982281,0.380313782,0.480493715,4.702070432,-0.573109893,-0.454518164,-1.058663384,0.394747162,0.217538149,-0.655456695,-9.65685214,0.657842228,-3.617920669,3.046485062,-5.865741629,-2.680536575,-1.850184883,-4.058993892,-4.145529427,-1.745098299,5.69982281,0.380313782,0.480493715,4.702070432,-0.573109893,-0.454518164,-1.058663384,0.394747162,0.217538149,-0.655456695
"SAM055",-9.244815479,1.377758816,-3.371996667,1.505318823,-2.474987264,0.637415709,-0.725428492,0.253105305,0.672263292,3.187797557,7.4350245,-0.113469134,3.478587993,1.116489495,0.798293186,-0.777925372,1.821537457,-0.42632726,0.172499754,-0.483021815,-9.244815479,1.377758816,-3.371996667,1.505318823,-2.474987264,0.637415709,-0.725428492,0.253105305,0.672263292,3.187797557,7.4350245,-0.113469134,3.478587993,1.116489495,0.798293186,-0.777925372,1.821537457,-0.42632726,0.172499754,-0.483021815
"SAM056",-15.20402346,1.987235647,-0.019537427,-0.126766753,-0.725929823,-3.958716618,6.020347412,2.240512033,-0.240857573,-2.914312448,11.79970085,0.804742905,-2.588178917,-1.449004099,-0.614255009,1.672968229,0.709377923,0.333374118,2.383679869,0.892694148,-15.20402346,1.987235647,-0.019537427,-0.126766753,-0.725929823,-3.958716618,6.020347412,2.240512033,-0.240857573,-2.914312448,11.79970085,0.804742905,-2.588178917,-1.449004099,-0.614255009,1.672968229,0.709377923,0.333374118,2.383679869,0.892694148
"SAM057",-17.06459934,0.953033302,-4.53338653,5.558827286,-8.123036988,-0.516127,-4.475814164,-8.342401974,-7.465086823,7.213278985,10.47826486,-3.02062106,3.931318111,5.024575086,-0.856143235,-6.698646925,-0.883093735,-2.923207567,1.330157007,0.371043471,-17.06459934,0.953033302,-4.53338653,5.558827286,-8.123036988,-0.516127,-4.475814164,-8.342401974,-7.465086823,7.213278985,10.47826486,-3.02062106,3.931318111,5.024575086,-0.856143235,-6.698646925,-0.883093735,-2.923207567,1.330157007,0.371043471
"SAM058",-11.0072001,2.500886683,-5.202744581,-0.825980778,-6.365059881,-3.203155614,-4.660316248,-4.933966362,-0.797235568,2.04056901,7.801322378,-2.616517857,-3.073246217,5.417134719,-1.955153365,-1.280927743,1.433485665,3.065644412,-0.302252068,-0.592469348,-11.0072001,2.500886683,-5.202744581,-0.825980778,-6.365059881,-3.203155614,-4.660316248,-4.933966362,-0.797235568,2.04056901,7.801322378,-2.616517857,-3.073246217,5.417134719,-1.955153365,-1.280927743,1.433485665,3.065644412,-0.302252068,-0.592469348
"SAM059",-12.66417275,1.540678343,3.641305791,-7.842922481,-2.327736681,-2.500402107,1.809566063,3.733102473,-1.500599484,-1.236876336,9.686913187,0.255154688,-1.902336761,0.333589157,-4.090580659,0.855579852,1.691449186,0.535375613,-0.649980585,0.702272414,-12.66417275,1.540678343,3.641305791,-7.842922481,-2.327736681,-2.500402107,1.809566063,3.733102473,-1.500599484,-1.236876336,9.686913187,0.255154688,-1.902336761,0.333589157,-4.090580659,0.855579852,1.691449186,0.535375613,-0.649980585,0.702272414
"SAM060",0.018940815,-2.254503074,-1.4087497,-0.949166529,-2.246508108,-0.972419442,0.740592734,0.540902113,1.09580075,-0.058742627,-1.146608175,2.455965971,-0.346635419,0.375940667,-1.381179647,0.410797848,-0.729950662,-0.087212185,0.41090949,-0.36328325,0.018940815,-2.254503074,-1.4087497,-0.949166529,-2.246508108,-0.972419442,0.740592734,0.540902113,1.09580075,-0.058742627,-1.146608175,2.455965971,-0.346635419,0.375940667,-1.381179647,0.410797848,-0.729950662,-0.087212185,0.41090949,-0.36328325
"SAM061",-9.86322363,0.908434871,-2.730369927,-0.014807481,-6.131943299,-3.135312902,-2.193640926,-0.835083563,5.943572573,0.329496442,7.156346695,-1.159447364,-0.548933717,4.725949654,-1.98201027,-1.617894391,0.488432834,3.287652952,-1.437646366,-0.206856649,-9.86322363,0.908434871,-2.730369927,-0.014807481,-6.131943299,-3.135312902,-2.193640926,-0.835083563,5.943572573,0.329496442,7.156346695,-1.159447364,-0.548933717,4.725949654,-1.98201027,-1.617894391,0.488432834,3.287652952,-1.437646366,-0.206856649
"SAM062",-3.326307398,-1.536205259,-2.356266498,2.753573076,0.332684844,0.705896259,2.020711222,1.337208804,1.612270048,2.308951648,2.994599565,1.765888814,4.387215346,-0.684845198,-0.246554723,0.099202506,-1.262931458,0.599528771,-1.94511418,-0.538841977,-3.326307398,-1.536205259,-2.356266498,2.753573076,0.332684844,0.705896259,2.020711222,1.337208804,1.612270048,2.308951648,2.994599565,1.765888814,4.387215346,-0.684845198,-0.246554723,0.099202506,-1.262931458,0.599528771,-1.94511418,-0.538841977
"SAM063",-7.714099318,1.098890317,-0.471718659,-8.795264322,-5.832234635,4.803894944,-3.780969576,4.831184939,1.757606012,5.331822901,6.069818294,0.446571762,1.70854696,1.52635057,-0.356534677,1.842850604,-0.490948742,1.29179806,0.666540076,-4.024309505,-7.714099318,1.098890317,-0.471718659,-8.795264322,-5.832234635,4.803894944,-3.780969576,4.831184939,1.757606012,5.331822901,6.069818294,0.446571762,1.70854696,1.52635057,-0.356534677,1.842850604,-0.490948742,1.29179806,0.666540076,-4.024309505
